Name,Rolls,Current Substation (from Rolls),record_id,Width Average (mm)
CTNSP - R34144: X - PO-4282,R34144: CTNSP,Scour: Wash,recYZqdfWgePJCYHO,1800.0
CTNSP - R34158: X - PO-4282,R34158: CTNSP,Scour: Wash,recz704qJ7X1pnUMA,1850.0
CTNSP - R34226: X - PO-4282,R34226: CTNSP,Scour: Wash,recMZp2yfr1CdfjQ6,1826.7
CTNSP - R34203: X - PO-4282,R34203: CTNSP,Scour: Wash,recWyXE8WAL3HVyGF,1855.0
CTNSP - R34177: X - PO-4282,R34177: CTNSP,Scour: Wash,rec9eCIR3weL9FXMA,1830.0
CTNSP - R34212: X - PO-4282,R34212: CTNSP,Scour: Wash,recA0oIpQlQyOeb47,1810.0
CTNSP - R34161: X - PO-4282,R34161: CTNSP,Scour: Wash,reccPFvZQUoXcxvKy,1836.7
CTNSP - R34205: X - PO-4282,R34205: CTNSP,Scour: Wash,recDzm5FLjU9ejl4Z,1860.0
CTNSP - R34140: X - PO-4282,R34140: CTNSP,Scour: Wash,rec7fi3qy7KgnQnrd,1840.0
CTNSP - R34136: X - PO-4282,R34136: CTNSP,Scour: Wash,recu5oyQR4IS1EJgM,1830.0
CTNSP - R34194: X - PO-4282,R34194: CTNSP,Scour: Wash,recjmwO5RYGInjObf,1820.0
CTNSP - R34207: X - PO-4282,R34207: CTNSP,Scour: Wash,rec1Dt5LPRuEA2cwo,1780.0
CTNSP - R34224: X - PO-4282,R34224: CTNSP,Scour: Wash,recwlUw38ubGtS4lO,1780.0
CTNSP - R34218: X - PO-4282,R34218: CTNSP,Scour: Wash,recwwoygSvtUtAacX,1813.3
CTNSP - R34220: X - PO-4282,R34220: CTNSP,Scour: Wash,recC8U2QnYyE2GwdE,1800.0
CTNSP - R34179: X - PO-4282,R34179: CTNSP,Scour: Wash,recyeCAiWV5rA7dxm,1830.0
CTNSP - R34148: X - PO-4282,R34148: CTNSP,Scour: Wash,recTeU9jRPE3Qnt5D,1813.3
CTNSP - R34228: X - PO-4282,R34228: CTNSP,Scour: Wash,recxxTIn7Vyf9RvjX,1830.0
CTNSP - R53731: X - PO-4282,R53731: CTNSP,Scour: Wash,recqa7X1j75sYorBl,1810.0
CTNSP - R53734: X - PO-4282,R53734: CTNSP,Scour: Wash,recw46MtXNW7VWcNx,1803.3
CTNSP - R53737: X - PO-4282,R53737: CTNSP,Scour: Wash,recKl3pIYsk111olw,1810.0
CTNSP - R53730: X - PO-4282,R53730: CTNSP,Scour: Wash,rec4DsaGgF3VuAYqg,1830.0
CTNSP - R53733: X - PO-4282,R53733: CTNSP,Scour: Wash,reclOqWWA9LMf7gLQ,1826.7
CTNSP - R53729: X - PO-4282,R53729: CTNSP,Scour: Wash,rec6lXnwZhxpFJCMO,1820.0
CTNSP - R53709: X - PO-4282,R53709: CTNSP,Scour: Wash,recrx6sGbkHZnqMxP,1836.7
CTNSP - R53735: X - PO-4282,R53735: CTNSP,Scour: Wash,recCYWie1I0EBZvJh,1776.7
CTNSP - R34197: X - PO-4282,R34197: CTNSP,Scour: Wash,recT9LefOLHBxNbHl,1830.0
CTNSP - R34209: X - PO-4282,R34209: CTNSP,Scour: Wash,recI3EvK1dooZ9daS,1796.7
CTNSP - R34208: X - PO-4282,R34208: CTNSP,Scour: Wash,recR4yeg6U3mA4NI8,1830.0
CTNSP - R38412: X - PO-4282,R38412: CTNSP,Scour: Wash,recWVsn6lS2jdquA2,1823.3
CTNSP - R34221: X - PO-4282,R34221: CTNSP,Scour: Wash,recsVF112v9wfHGUA,1826.7
CTNSP - R34182: X - PO-4282,R34182: CTNSP,Scour: Wash,rech5JVqIjRXKqmTZ,1830.0
CTNSP - R34210: X - PO-4282,R34210: CTNSP,Scour: Wash,recTrdCzHG1GROuQz,1810.0
CTNSP - R34215: X - PO-4282,R34215: CTNSP,Scour: Wash,recUTOAsY6q5OfKKo,1820.0
CTNSP - R34150: X - PO-4282,R34150: CTNSP,Scour: Wash,recgT9xlPn2Baxxgy,1790.0
CTNSP - R34217: X - PO-4282,R34217: CTNSP,Scour: Wash,rec03xMkkvr79FZSP,1810.0
CTNSP - R34185: X - PO-4282,R34185: CTNSP,Scour: Wash,recq4roI25FmsFvy0,1813.3
CTNSP - R34214: X - PO-4282,R34214: CTNSP,Scour: Wash,recIBvrbHUI2NlzaE,1813.3
CTNSP - R34193: X - PO-4282,R34193: CTNSP,Scour: Wash,recvOeLLG8SujFQgs,1830.0
CTNSP - R34204: X - PO-4282,R34204: CTNSP,Scour: Wash,recwMQT62F9CzbNMm,1810.0
CTNSP - R34202: X - PO-4282,R34202: CTNSP,Scour: Wash,recoKTOxLsBoxVHrw,1823.3
CTNSP - R34200: X - PO-4282,R34200: CTNSP,Scour: Wash,recGAnqrmhv2vyXAa,1830.0
CTNSP - R53824: X - PO-4282,R53824: CTNSP,Scour: Wash,recXjTHSO3Im7IKVk,1826.7
CTNSP - R53823: X - PO-4282,R53823: CTNSP,Scour: Wash,recuULbv7abRsZ5Xz,1813.3
CTNSP - R53822: X - PO-4282,R53822: CTNSP,Scour: Wash,reczp2txdVfZjrAgf,1810.0
CTNSP - R34181: X - PO-4282,R34181: CTNSP,Scour: Wash,recC6FL86FhZaWpvY,1810.0
CTNSP - R53826: X - PO-4282,R53826: CTNSP,Scour: Wash,recGJeCtAZzTqNMXc,1826.7
CTNSP - R34206: X - PO-4282,R34206: CTNSP,Scour: Wash,recZuNh1LWtdF2HFl,1826.7
CTNSP - R34196: X - PO-4282,R34196: CTNSP,Scour: Wash,recrAzR6oZYWkVHyk,1805.0
CTNSP - R34199: X - PO-4282,R34199: CTNSP,Scour: Wash,recE9w2XdhJoS4LdH,1830.0
CTNSP - R53825: X - PO-4282,R53825: CTNSP,Scour: Wash,recl5sBYgEOYUln3R,1810.0
CTNSP - R53827: X - PO-4282,R53827: CTNSP,Scour: Wash,recfXxOfhz7gGS83A,1826.7
CTNSP - R34180: X - PO-4282,R34180: CTNSP,Scour: Wash,rec4vHgQb3udFW4JH,1813.3
CTNSP - R34201: X - PO-4282,R34201: CTNSP,Scour: Wash,rec2Eh5LoZdCicv73,1806.7
CTNSP - R34188: X - PO-4282,R34188: CTNSP,Scour: Wash,recc9cAXhGuNh7u7W,1800.0
CTNSP - R34213: X - PO-4282,R34213: CTNSP,Scour: Wash,rec7FoZbfxt6MxJLf,1776.7
CTNSP - R34229: X - PO-4282,R34229: CTNSP,Scour: Wash,recXkdpWBTNZoE6xj,1800.0
CTNSP - R34160: X - PO-4282,R34160: CTNSP,Scour: Wash,recyeAGaahgzRpgJi,1810.0
CTNSP - R53903: X - PO-4282,R53903: CTNSP,Scour: Wash,recQIltQcCfiTB91J,1800.0
CTNSP - R53902: X - PO-4282,R53902: CTNSP,Scour: Wash,recIula3DfQqiC85z,1820.0
CTNSP - R54325: X - PO-4282,R54325: CTNSP,Material Prep,recPRHgQL31Y2xXNf,1586.7
CTNSP - R54326: X - PO-4282,R54326: CTNSP,Material Prep,rec26ug6gZC7tuF1l,1596.7
CTNSP - R54329: X - PO-4282,R54329: CTNSP,Material Prep,recNflOKlo38U7pJQ,1600.0
CTNSP - R54327: X - PO-4282,R54327: CTNSP,Material Prep,rect2KXCMPcoEK5bi,1653.3
CTNSP - R55890: X - PO-4282,R55890: CTNSP,Material Prep,recl8e5Bm5gfe2h8C,1610.0
CTSFT - R52820: X - Resonance Order : CTSFT,R52820: CTSFT,Material Prep,recdOwpllA77lV9yW,1620.0
CTSFT - R53973: X - Resonance Order : CTSFT,R53973: CTSFT,Material Prep,recVfiRlXVMIEG200,1543.3
CTSFT - R10342: X - Resonance Order : CTSFT,R10342: CTSFT,Material Prep,recjsI1RbhFhQOxid,1660.0
CTSFT - R10340: X - Resonance Order : CTSFT,R10340: CTSFT,Material Prep,recncj263kbracAv5,1590.0
CTSFT - R54173: X - Resonance Order : CTSFT,R54173: CTSFT,Material Prep,recQUfT6JNs3gW6Ho,907.1
CTSFT - R42542: X - Resonance Order : CTSFT,R42542: CTSFT,Scour: Wash,receBTar2a1xdKPZ1,1423.3
CTSFT - R54177: X - Resonance Order : CTSFT,R54177: CTSFT,Material Prep,recoEhPhT5vWATg3h,1353.3
CTSFT - R10340: X - Resonance Order : CTSFT,R10340: CTSFT,Material Prep,reciXjQhZ9rLZw5ZS,1393.3
CTSFT - R10342: X - Resonance Order : CTSFT,R10342: CTSFT,Material Prep,recUvp5VIo1oJNt39,997.7
CTSFT - R10348: X - Resonance Order : CTSFT,R10348: CTSFT,Scour: Wash,recgA8kTEL1SgL2TE,1643.3
CTSFT - R10343: X - Resonance Order : CTSFT,R10343: CTSFT,Scour: Wash,rec7adzpBJusPxySt,1630.0
CTSFT - R10350: X - Resonance Order : CTSFT,R10350: CTSFT,Scour: Wash,recpfJqYjnuN4Csaa,1626.7
CTSFT - R11524: X - Resonance Order : CTSFT,R11524: CTSFT,Scour: Wash,recSx2CAInyXrPYm4,1620.0
CTSFT - R10346: X - Resonance Order : CTSFT,R10346: CTSFT,Scour: Wash,rec9PszuqJeDYkWfF,1633.3
CTSFT - R10470: X - Resonance Order : CTSFT,R10470: CTSFT,Scour: Wash,rec2JVMAVSbVJNGAT,1633.3
CTSFT - R54358: X - Resonance Order : CTSFT,R54358: CTSFT,Material Prep,recSw91N9NbmRk7NZ,1640.0
CTSFT - R54357: X - Resonance Order : CTSFT,R54357: CTSFT,Material Prep,recsFTLGZpDDjtsPc,1633.3
CTSPR - R47145: X - Resonance Order : CTSPR,R47145: CTSPR,Material Prep,recD1gQ9psF256TO6,1476.7
CTSPR - R50848: X - Resonance Order : CTSPR,R50848: CTSPR,Scour: Wash,recmxxkgVhE0Dvf76,1460.0
CTSPR - R51755: X - Resonance Order : CTSPR,R51755: CTSPR,Material Prep,recwY4xUQ1nVkripj,1450.0
CTSPR - R51455: X - Resonance Order : CTSPR,R51455: CTSPR,Material Prep,recK5c09iEhdqcXpY,1453.3
CTSPR - R52336: X - Resonance Order : CTSPR,R52336: CTSPR,Material Prep,rec4ZFH2J0gODBYex,1500.0
CTSPR - R26045: X - Resonance Order : CTSPR,R26045: CTSPR,Material Prep,recTojndzQHgGaqVF,1530.0
CTSPR - R26046: X - Resonance Order : CTSPR,R26046: CTSPR,Material Prep,rechZY7s9b4jA4N5D,1530.0
CTSPR - R51143: X - Resonance Order : CTSPR,R51143: CTSPR,Material Prep,recWi8ncxrYyM2UWi,1520.0
CTSPR - R51691: X - Resonance Order : CTSPR,R51691: CTSPR,Material Prep,recKunSfE4e7uVIuf,1440.0
CTSPR - R26035: X - Resonance Order : CTSPR,R26035: CTSPR,Material Prep,rec9uevDkInn56V0m,1440.0
CTSPR - R26023: X - Resonance Order : CTSPR,R26023: CTSPR,Material Prep,rec32ytAAZUTOyxmg,1436.7
CTSPR - R53185: X - Resonance Order : CTSPR,R53185: CTSPR,Material Prep,recLofAJVChAwQQT1,1503.3
CTSPR - R47943: X - Resonance Order : CTSPR,R47943: CTSPR,Material Prep,recrIfNzPT6zXqCul,1440.0
CTSPR - R54055: X - Resonance Order : CTSPR,R54055: CTSPR,Material Prep,recYgG0ZWHmPDECsk,1530.0
CTSPR - R55609: X - Resonance Order : CTSPR,R55609: CTSPR,Material Prep,recPXyFvGqNhUxosq,1450.0
CTSPS - R40384: X - PO-5075,R40384: CTSPS,Material Prep,recb8OyCT4ZSNEhYx,1500.0
CTSPS - R40384: X - PO-5075,R40384: CTSPS,Material Prep,receBGLmlEHOxgzCm,1500.0
CTSPS - R40381: X - PO-5075,R40381: CTSPS,Material Prep,recoS765YrvYSCRzn,1500.0
CTSPS - R40383: X - PO-5075,R40383: CTSPS,Material Prep,recmouxtWTAY5QQgs,1500.0
CTSPS - R40380: X - PO-5075,R40380: CTSPS,Material Prep,recUi018eF4ZkcmkI,1500.0
CTSPS - R40383: X - PO-5075,R40383: CTSPS,Material Prep,recDyao4TX2KHUq4z,1500.0
CTSPS - R48359: X - PO-7001,R48359: CTSPS,Material Prep,recxzX93ftAB57ZKG,1500.0
CTSPS - R49946: X - PO-7001,R49946: CTSPS,Material Prep,recuNrT3fYxZxeQtC,1450.0
CTSPS - R50013: X - PO-7001,R50013: CTSPS,Material Prep,recxblEI5mqYL6uO7,1470.0
CTSPS - R50481: X - PO-7001,R50481: CTSPS,Material Prep,recIfnHafABuI1X4X,1473.3
CTSPS - R50581: X - PO-7001,R50581: CTSPS,Material Prep,rec2IibPycS5M90pf,1466.7
CTSPS - R48735: X - PO-7001,R48735: CTSPS,Material Prep,recSQaTci4tScC2mf,1466.7
CTSPS - R50950: X - PO-7001,R50950: CTSPS,Material Prep,reccb9KmaY0GzAnyQ,1480.0
CTSPS - R50827: X - PO-7119,,,recVGhz7Z4J2mVc5H,1500.0
CTSPS - R50832: X - PO-7119,R50832: CTSPS,Scour: Wash,recc5o0pwbBuRCCu3,1500.0
CTSPS - R51071: X - PO-7119,R51071: CTSPS,Material Prep,rec8NNMHvO8Slcgt8,1500.0
CTSPS - R50798: X - PO-7119,R50798: CTSPS,Material Prep,rec0oj3wofpbb1Hn8,1493.3
CTSPS - R51072: X - PO-7119,R51072: CTSPS,Material Prep,recO2BxQE8S1RJ9wR,1500.0
CTSPS - R50798: X - PO-7119,R50798: CTSPS,Material Prep,recTVdCvemxLrnk6E,1495.0
CTSPS - R51071: X - PO-7119,R51071: CTSPS,Material Prep,recNhvxKJsUOL4LQq,1476.7
CTSPS - R51072: X - PO-7119,R51072: CTSPS,Material Prep,recNU3veCErKQv8fH,1466.7
CTSPS - R50825: X - PO-7119,R50825: CTSPS,Material Prep,recE4wHbdTWAVPCSo,1490.0
CTSPS - R51689: X - PO-7001,R51689: CTSPS,Material Prep,recSedKb4lRBDa1jL,1466.7
CTSPS - R51827: X - PO-7119,R51827: CTSPS,Material Prep,recvVHCUfzlgpfMpX,1466.7
CTSPS - R52010: X - PO-7001,R52010: CTSPS,Material Prep,rec1J0FdGtQ24RNxd,1466.7
CTSPS - R51072: X - PO-7119,R51072: CTSPS,Material Prep,recXGpzkoJWuhowRO,1466.7
CTSPS - R52380: X - PO-7001,R52380: CTSPS,Material Prep,recSwR7KSScmsFB7Q,1463.3
CTSPS - R40384: X - PO-5075,R40384: CTSPS,Material Prep,reclCSQWUMot05vPs,1475.0
CTSPS - R40383: X - PO-5075,R40383: CTSPS,Material Prep,recFgHmhAm9Gn1X6M,1456.7
CTSPS - R49946: X - PO-7001,R49946: CTSPS,Material Prep,receFAFy8odj9JlgZ,1456.7
CTSPS - R40381: X - PO-5075,R40381: CTSPS,Material Prep,recpGyvqHrws8LMFD,1466.7
CTSPS - R40380: X - PO-5075,R40380: CTSPS,Material Prep,recosWUe0zBV082PL,1473.3
CTSPS - R42200: X - PO-2528,R42200: CTSPS,Scour: Wash,recbgaajyMRCGPkMt,1480.0
CTSPS - R42193: X - PO-2528,R42193: CTSPS,Scour: Wash,recvGzA5puPqZOJDE,1470.0
CTSPS - R42267: X - PO-2528,R42267: CTSPS,Scour: Wash,recXQAmHzRIzjljzr,1483.3
CTSPS - R52619: X - PO-5075,R52619: CTSPS,Material Prep,recInK9YVl6eDctmW,1483.3
CTSPS - R52971: X - PO-7001,R52971: CTSPS,Material Prep,recVS8wX7vlqspRVA,1456.7
CTSPS - R53028: X - PO-7001,R53028: CTSPS,Material Prep,recFe1nU95wQ65b7r,1470.0
CTSPS - R53270: X - PO-7001,R53270: CTSPS,Material Prep,recPYvGnXV8S4cKtp,1473.3
CTSPS - R53394: X - PO-7001,R53394: CTSPS,Material Prep,recHjzGcs69i6XFjo,1470.0
CTSPS - R52690: X - PO-7119,R52690: CTSPS,Material Prep,recPp3ur9zXfYbWk3,1470.0
CTSPS - R52692: X - PO-7119,R52692: CTSPS,Material Prep,recV17XQXYyr3BoeJ,1466.7
CTSPS - R52693: X - PO-7119,R52693: CTSPS,Material Prep,rec3flu8VE8gMgX0u,1460.0
CTSPS - R52691: X - PO-7119,R52691: CTSPS,Material Prep,reczIWTGVxdU5CfNK,1470.0
CTSPS - R26312: X - PO-2528,R26312: CTSPS,Scour: Wash,recSxfAtfcbRplalM,1515.0
CTSPS - R39382: X - PO-5075,R39382: CTSPS,Pretreatment,recctiPllEgFVKELk,1520.0
CTSPS - R40381: X - PO-5075,R40381: CTSPS,Material Prep,recJptwd3TTyQ2Vxn,1513.3
CTSPS - R40380: X - PO-5075,R40380: CTSPS,Material Prep,recvYHf3X3J3Wgd5Y,1510.0
CTSPS - R40384: X - PO-5075,R40384: CTSPS,Material Prep,rec3EQIAfwPBdRVKK,1520.0
CTSPS - R50825: X - PO-7119,R50825: CTSPS,Material Prep,recme4bx8pvKkTgjr,1540.0
CTSPS - R51162: X - PO-7119,R51162: CTSPS,Material Prep,reco9e7k98XD1Y9de,1520.0
CTSPS - R48359: X - PO-7001,R48359: CTSPS,Material Prep,recTHyeKtBG4XW86d,1503.3
CTSPS - R51407: X - PO-7119,R51407: CTSPS,Material Prep,recRVCeBwjAzDpI0s,1520.0
CTSPS - R53421: X - PO-7119,R53421: CTSPS,Material Prep,recG5j0Xp1KDM3qQ1,1520.0
CTSPS - R53432: X - PO-7119,R53432: CTSPS,Material Prep,recoVYi2wMnTTZgVQ,1600.0
CTSPS - R53484: X - PO-7119,R53484: CTSPS,Material Prep,rec3fmjpZhPRGWzfB,1490.0
CTSPS - R53512: X - PO-7119,R53512: CTSPS,Material Prep,recBQtrlPTfMIAwmJ,1475.0
CTSPS - R53577: X - PO-7001,R53577: CTSPS,Material Prep,recVMcOvThUIwKG0q,1473.3
CTSPS - R53617: X - PO-7119,R53617: CTSPS,Material Prep,recNKJC3BX6nEMr8R,1516.7
CTSPS - R54082: X - PO-7119,R54082: CTSPS,Material Prep,recGVTkhIDEOt4CsU,1506.7
CTSPS - R54106: X - PO-7119,R54106: CTSPS,Material Prep,rec5ZUYoMD0pkWa2V,1500.0
CTSPS - R54948: X - PO-7001,R54948: CTSPS,Material Prep,rec56THpUkZi0IGPu,1470.0
CTSPS - R54994: X - PO-7001,R54994: CTSPS,Material Prep,reci6BYiNZ82Rxqlh,1486.7
CTSPS - R53716: X - PO-7119,R53716: CTSPS,Material Prep,recFaj5xRoiQH82AI,1530.0
CTSPS - R53716: X - PO-7119,R53716: CTSPS,Material Prep,recfoSITimAWjbOPO,1530.0
CTSPS - R55032: X - PO-7119,R55032: CTSPS,Material Prep,recIImpGX3Tk3tXFZ,1500.0
CTSPS - R55138: X - PO-7119,R55138: CTSPS,Material Prep,recQn5ezzNaPCVu1u,1506.7
CTSPS - R55170: X - PO-7001,R55170: CTSPS,Material Prep,rec8by8tT9b2scUk4,1476.7
CTSPS - R55368: X - PO-7119,R55368: CTSPS,Material Prep,recushcfJ4AhoTiC1,1546.7
CTSPS - R55472: X - PO-7119,R55472: CTSPS,Material Prep,recEIpJetd1ZYqGjT,1513.3
CTSPS - R55546: X - PO-7119,R55546: CTSPS,Material Prep,recQfOL3k7my8KRi8,1513.3
CTSPS - R55597: X - PO-7119,R55597: CTSPS,Material Prep,recaovitrZM32aBDJ,1503.3
CTSPS - R55613: X - PO-7119,R55613: CTSPS,Material Prep,rec00rujCSoGaVZoB,1503.3
CTSPS - R55628: X - PO-7119,R55628: CTSPS,Material Prep,recj2jCBFHbF17Ss2,1506.7
CTSPS - R55684: X - PO-7001,R55684: CTSPS,Material Prep,rec26zBHNVU1X90UN,1476.7
CTSPS - R42267: X - PO-2528,R42267: CTSPS,Scour: Wash,recB56MEmQdHVqt0w,1470.0
CTSPS - R42200: X - PO-2528,R42200: CTSPS,Scour: Wash,recv1Sxz9y6wsppH3,1480.0
CTSPS - R55743: X - PO-7119,R55743: CTSPS,Material Prep,recHc8TwC0gO6PJ8u,1530.0
CTSPS - R55780: X - PO-7001,R55780: CTSPS,Material Prep,reclfxut90RBF2tM5,1470.0
CTSPS - R54308: X - PO-7001,R54308: CTSPS,Material Prep,recSDQZrpnA0Pog5I,1463.3
CTSPS - R55811: X - PO-7119,R55811: CTSPS,Material Prep,recpYpu377nMtnkV4,1516.7
CTSPS - R55878: X - PO-7001,R55878: CTSPS,Material Prep,rec4gJenc1uLsoStC,1463.3
CTSPS - R55901: X - PO-7119,R55901: CTSPS,Material Prep,recOhLgw4I1HhzVfG,1513.3
CTSPS - R55865: X - PO-7001,R55865: CTSPS,Material Prep,recZhkrs2O0ksamO1,1506.7
CTW70 - R44729: X - PO-5710PO-5901,R44729: CTW70,Material Prep,recikvAnLT7Hjl99k,1476.7
CTW70 - R45297: X - PO-5710PO-5901,R45297: CTW70,Material Prep,recZ5j5g9rrNZ8naf,1500.0
CTW70 - R46599: X - PO-5710PO-5901,R46599: CTW70,Material Prep,recA3gdzdgHZftuCb,1500.0
CTW70 - R48885: X - PO-5710PO-5901,R48885: CTW70,Material Prep,recldgzsvbSmVpHCX,1493.3
CTW70 - R48965: X - PO-5710PO-5901,R48965: CTW70,Material Prep,recYTi3krCEdDdpBU,1496.7
CTW70 - R46614: X - PO-5710PO-5901,R46614: CTW70,Material Prep,recY6nDNAMRkTsE83,1500.0
CTW70 - R46635: X - PO-5710PO-5901,R46635: CTW70,Material Prep,recwP1ty05WUcdf4g,1500.0
CTW70 - R46634: X - PO-5710PO-5901,R46634: CTW70,Material Prep,recDB96mnlWpR32d6,1500.0
CTW70 - R49009: X - PO-5710PO-5901,R49009: CTW70,Material Prep,recMHReDmcPZAGQvy,1500.0
CTW70 - R49023: X - PO-5710PO-5901,R49023: CTW70,Material Prep,recE0j6pXo9tRsIHB,1496.7
CTW70 - R47345: X - PO-5710PO-5901,R47345: CTW70,Material Prep,rec3R4qOfL7p4gYuF,1500.0
CTW70 - R47386: X - PO-5710PO-5901,R47386: CTW70,Material Prep,recGjEwNBkVVCLlJN,1483.3
CTW70 - R47349: X - PO-5710PO-5901,R47349: CTW70,Material Prep,recYwr3xlqW38WHtf,1500.0
CTW70 - R46641: X - PO-5710PO-5901,R46641: CTW70,Material Prep,recpp3x9dRl5dOhpB,1500.0
CTW70 - R47160: X - PO-5710PO-5901,R47160: CTW70,Material Prep,reczrwaPaDYYaYBIP,1490.0
CTW70 - R49057: X - PO-5710PO-5901,R49057: CTW70,Material Prep,recXYjPzOY17FLsmH,1500.0
CTW70 - R47558: X - PO-5710PO-5901,R47558: CTW70,Material Prep,recJca332TJM82Y2W,1500.0
CTW70 - R49023: X - PO-5710PO-5901,R49023: CTW70,Material Prep,recC6omRJzlgNwJMA,1470.0
CTW70 - R49120: X - PO-5710PO-5901,R49120: CTW70,Material Prep,recZnhy4Z6RbkuyNa,1496.7
CTW70 - R49159: X - PO-5710PO-5901,R49159: CTW70,Material Prep,reciHNcJHdoed9U21,1500.0
CTW70 - R49175: X - PO-5710PO-5901,R49175: CTW70,Material Prep,recXjXEMIp5uMH2xd,1503.3
CTW70 - R49356: X - PO-5710PO-5901,R49356: CTW70,Material Prep,recFHbdgPINkRH0Rx,1460.0
CTW70 - R49321: X - PO-5710PO-5901,R49321: CTW70,Material Prep,recfOWyyiA6Q4kh77,1493.3
CTW70 - R49386: X - PO-5710PO-5901,R49386: CTW70,Material Prep,reccanmIZh0K4sciM,1486.7
CTW70 - R49375: X - PO-5710PO-5901,R49375: CTW70,Material Prep,recs2UO25hdYnLYKX,1490.0
CTW70 - R49460: X - PO-5710PO-5901,R49460: CTW70,Material Prep,recCISy0p8vUmZhRJ,1500.0
CTW70 - R49603: X - PO-5710PO-5901,R49603: CTW70,Material Prep,rec4xnuk5927sIv5H,1493.3
CTW70 - R48390: X - PO-6602,R48390: CTW70,Material Prep,rec3GXtQBTobJh9Ib,1475.0
CTW70 - R48451: X - PO-6602,R48451: CTW70,Material Prep,recHrrFKTlHj3F6ks,1500.0
CTW70 - R48376: X - PO-6602,R48376: CTW70,Material Prep,recRYeo5WzHfvxw6W,1500.0
CTW70 - R48416: X - PO-6602,R48416: CTW70,Material Prep,recPjdjHHfsQkuUX1,1507.3
CTW70 - R48371: X - PO-6602,R48371: CTW70,Material Prep,recVmfJt9YrLm1Zwg,1510.0
CTW70 - R49632: X - PO-5710PO-5901,R49632: CTW70,Material Prep,recjzWNn4mpwvlbMX,1496.7
CTW70 - R48428: X - PO-6602,R48428: CTW70,Pretreatment,recmZONHFO3x4qDXp,1490.0
CTW70 - R48373: X - PO-6602,R48373: CTW70,Material Prep,recgdyaQLR3shxEUO,1500.0
CTW70 - R48466: X - PO-6602,R48466: CTW70,Material Prep,reccU8EgKZnrmtruq,1500.0
CTW70 - R48424: X - PO-6602,R48424: CTW70,Material Prep,recTf98Dcavx6Gbu4,1496.7
CTW70 - R48404: X - PO-6602,R48404: CTW70,Material Prep,recG4DF1yndyjMEbd,1496.7
CTW70 - R48425: X - PO-6602,R48425: CTW70,Material Prep,rec0xdigLdtvmNLb9,1503.3
CTW70 - R48378: X - PO-6602,R48378: CTW70,Material Prep,rec3Q2atB6DAZCm5P,1503.3
CTW70 - R49661: X - PO-6602,R49661: CTW70,Material Prep,recXD4mqZnugOZ4hR,1500.0
CTW70 - R48369: X - PO-6602,R48369: CTW70,Material Prep,recPYn7Ep95v73xxJ,1500.0
CTW70 - R48405: X - PO-6602,R48405: CTW70,Material Prep,recmfVu5rZQz3nTiB,1500.0
CTW70 - R48445: X - PO-6602,R48445: CTW70,Material Prep,recy5D1JXWsLUQRqE,1510.0
CTW70 - R48398: X - PO-6602,R48398: CTW70,Material Prep,rectzosIWMrhC9e4m,1493.3
CTW70 - R48370: X - PO-6602,R48370: CTW70,Material Prep,recbZ6lGf5rPOvhCo,1500.0
CTW70 - R48389: X - PO-6602,R48389: CTW70,Material Prep,recj1hSFuf8rpk8Pm,1500.0
CTW70 - R48508: X - PO-6602,R48508: CTW70,Material Prep,recl4oZ7VTjCfjb4Z,1490.0
CTW70 - R48494: X - PO-6602,R48494: CTW70,Material Prep,recCDeK9xKI7oDIE1,1500.0
CTW70 - R48523: X - PO-6602,R48523: CTW70,Material Prep,recCImnNr4qqC7hPn,1510.0
CTW70 - R48507: X - PO-6602,R48507: CTW70,Material Prep,recMm5FEZiUox0swC,1506.7
CTW70 - R48505: X - PO-6602,R48505: CTW70,Material Prep,rechXds2gqzC6OtiO,1500.0
CTW70 - R48514: X - PO-6602,R48514: CTW70,Material Prep,recJr8bahZNM6SZL7,1513.3
CTW70 - R48517: X - PO-6602,R48517: CTW70,Material Prep,reclAIpIY5rfUEXuO,1500.0
CTW70 - R48513: X - PO-6602,R48513: CTW70,Material Prep,recRgLr7j554Jb72D,1503.3
CTW70 - R48486: X - PO-6602,R48486: CTW70,Material Prep,recsEzrjsoJAm82rz,1500.0
CTW70 - R48490: X - PO-6602,R48490: CTW70,Material Prep,rec5eHLl25OLOPyOX,1503.3
CTW70 - R48447: X - PO-6602,R48447: CTW70,Material Prep,rec2GTxNMk8xI0Y7F,1456.7
CTW70 - R49711: X - PO-6602,R49711: CTW70,Material Prep,recbXTswqdsoKiBgU,1500.0
CTW70 - R48535: X - PO-6602,R48535: CTW70,Material Prep,reciv0gm6zubJBjtM,1503.3
CTW70 - R48533: X - PO-6602,R48533: CTW70,Material Prep,rec8BCpMVZbRd3Bsz,1510.0
CTW70 - R48531: X - PO-6602,R48531: CTW70,Material Prep,rec1RmHDH3E79rzOu,1456.7
CTW70 - R48528: X - PO-6602,R48528: CTW70,Material Prep,recltgiDyWT6LFQC0,1490.0
CTW70 - R48530: X - PO-6602,R48530: CTW70,Material Prep,recLeB1Zw08KJg0uX,1503.3
CTW70 - R48537: X - PO-6602,R48537: CTW70,Material Prep,recAyqp3myDn4RO0F,1496.7
CTW70 - R48536: X - PO-6602,R48536: CTW70,Material Prep,recfYSlYnP2mVvtej,1500.0
CTW70 - R48495: X - PO-6602,R48495: CTW70,Material Prep,rec1EtnOipfOIogMz,1500.0
